ratingKey,title,addedAt,duration,durationHuman,guid,playlistType,smart,summary,type,items.addedAt,items.audienceRating,items.audienceRatingImage,items.contentRating,items.duration,items.durationHuman,items.editionTitle,items.episodeNumber,items.grandparentGuid,items.grandparentRatingKey,items.grandparentTitle,items.guid,items.hasCommercialMarker,items.hasCreditsMarker,items.hasIntroMarker,items.locations,items.originalTitle,items.originallyAvailableAt,items.parentGuid,items.parentRatingKey,items.parentTitle,items.parentYear,items.rating,items.ratingImage,items.ratingKey,items.seasonEpisode,items.seasonNumber,items.studio,items.summary,items.tagline,items.title,items.titleSort,items.type,items.userRating,items.year,items.media.aspectRatio,items.media.audioChannels,items.media.audioCodec,items.media.audioProfile,items.media.bitrate,items.media.container,items.media.duration,items.media.hdr,items.media.height,items.media.isOptimizedVersion,items.media.videoCodec,items.media.videoFrameRate,items.media.videoProfile,items.media.videoResolution,items.media.width
,,,,,,,,,,2024-03-05T09:19:20,7.7,rottentomatoes://image.rating.upright,PG-13,6407487,1 hr 47 mins,,,,,,plex://movie/5d7768337e9a3c0020c6c6de,,False,,/volume1/PLEX_MEDIA/Genres/Drama/Unbreakable (2000).mp4,,2000-11-22,,,,,7.0,rottentomatoes://image.rating.ripe,10194,,,Limited Edition Productions Inc.,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",Some things are only revealed by accident.,Unbreakable,Unbreakable,movie,,2000,2.35,2,aac,lc,1944,mp4,6407487,False,816,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:25,8.7,rottentomatoes://image.rating.upright,R,6045876,1 hr 41 mins,,,,,,plex://movie/5d9f34f7b0262f001f6e8ea1,,False,,/volume1/PLEX_MEDIA/Genres/Sci-Fi/Waking Life (2001).mp4,,2002-03-07,,,,,8.1,rottentomatoes://image.rating.ripe,8851,,,Line Research,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",Dreams. What are they? An escape from reality or reality itself?,Waking Life,Waking Life,movie,,2002,1.85,2,aac,lc,2260,mp4,6045876,False,1040,False,h264,24p,high,1080,1904
,,,,,,,,,,2024-03-05T09:18:23,5.7,rottentomatoes://image.rating.spilled,PG-13,6468004,1 hr 48 mins,,,,,,plex://movie/5d7768313c3c2a001fbcd1fe,,False,,/volume1/PLEX_MEDIA/Genres/Horror/The Village (2004).mp4,,2004-07-30,,,,,4.4,rottentomatoes://image.rating.rotten,9503,,,Touchstone Pictures,A series of events tests the beliefs of a small isolated countryside village.,There is no turning back,The Village,Village,movie,,2004,1.85,6,aac,lc,4882,mp4,6468004,False,1040,False,h264,24p,high,1080,1904
,,,,,,,,,,2025-05-21T14:01:29,4.4,rottentomatoes://image.rating.spilled,PG-13,8111658,2 hrs 15 mins,,,,,,plex://movie/5d7768332e80df001ebde159,,True,,/volume1/PLEX_MEDIA/Genres/Sci-Fi/Waterworld (1995).mp4,,1995-07-28,,,,,4.5,rottentomatoes://image.rating.rotten,36102,,,Gordon Company,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Beyond the horizon lies the secret to a new beginning.,Waterworld,Waterworld,movie,,1995,1.85,2,aac,he-aac,2113,mp4,8111658,False,1040,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:13,8.5,rottentomatoes://image.rating.upright,R,6787754,1 hr 53 mins,,,,,,plex://movie/5d776824f54112001f5bbdd7,,False,,/volume1/PLEX_MEDIA/Genres/Horror/28 Days Later (2002).mp4,,2002-11-01,,,,,8.7,rottentomatoes://image.rating.ripe,9417,,,DNA Films,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,28 Days Later 1,movie,,2002,1.85,2,aac,he-aac,928,mp4,6787754,False,688,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:18:13,6.6,rottentomatoes://image.rating.upright,R,6006166,1 hr 40 mins,,,,,,plex://movie/5d7768293c3c2a001fbcbc8e,,False,,/volume1/PLEX_MEDIA/Genres/Horror/28 Weeks Later (2007).mp4,,2007-05-10,,,,,7.2,rottentomatoes://image.rating.ripe,9418,,,DNA Films,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",When days turn to weeks... the horror returns.,28 Weeks Later,28 Days Later 2,movie,,2007,1.85,2,aac,he-aac,972,mp4,6006166,False,694,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:18:15,9.4,rottentomatoes://image.rating.upright,R,6997696,1 hr 57 mins,,,,,,plex://movie/5d7768254de0ee001fcc83a5,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Alien Directors Cut (1979).mp4,,1979-05-28,,,,,9.3,rottentomatoes://image.rating.ripe,9423,,,20th Century Fox,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","In space, no one can hear you scream.",Alien,Alien 1,movie,,1979,2.35,2,aac,lc,2088,mp4,6997696,False,816,False,h264,24p,high,1080,1920
,,,,,,,,,,2025-05-21T14:02:48,9.0,rottentomatoes://image.rating.upright,R,7216160,2 hrs,,,,,,plex://movie/5d77682454c0f0001f301a42,,True,,/volume1/PLEX_MEDIA/Genres/Anime/OVA/Akira.avi,AKIRA,1988-07-16,,,,,9.1,rottentomatoes://image.rating.ripe,36359,,,MBS,A secret military project endangers Neo-Tokyo when it turns a teenage biker gang member into a rampaging psychic psychopath who can only be stopped by his best friend.,Neo-Tokyo is about to E·X·P·L·O·D·E,Akira,Akira,movie,,1988,1.78,2,mp3,,917,avi,7216160,False,352,False,mpeg4,PAL,simple,sd,640
,,,,,,,,,,2024-03-05T09:18:16,9.4,rottentomatoes://image.rating.upright,R,9267050,2 hrs 34 mins,,,,,,plex://movie/5d776827961905001eb91337,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Aliens (1986).mp4,,1986-07-18,,,,,9.8,rottentomatoes://image.rating.ripe,9428,,,SLM Production Group,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",This time it's war.,Aliens,Alien 2,movie,,1986,1.85,2,aac,lc,2037,mp4,9267050,False,1036,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:40,4.7,rottentomatoes://image.rating.spilled,R,8692736,2 hrs 25 mins,,,,,,plex://movie/5d77683161141d001fb14ba5,,False,,/volume1/PLEX_MEDIA/Genres/Horror/AVP/Alien 3 Directors Cut (1992).mp4,,1992-05-22,,,,,4.8,rottentomatoes://image.rating.rotten,9723,,,20th Century Fox,"Ellen Ripley (Sigourney Weaver) is the only survivor when she crash lands on Fiorina 161, a bleak wasteland inhabited by former inmates of the planet's maximum security prison. Once again, Ripley must face skepticism and the alien as it hunts down the prisoners and guards. Without weapons or modern technology of any kind, Ripley leads the men into battle against the terrifying creature.",3 times the suspense. 3 times the danger. 3 times the terror.,Alien³,Alien 3,movie,,1992,2.35,2,aac,lc,2067,mp4,8692736,False,810,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:15,3.9,rottentomatoes://image.rating.spilled,R,6968753,1 hr 56 mins,,,,,,plex://movie/5d77683161141d001fb14b9e,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Alien Resurrection (1997).mp4,,1997-11-12,,,,,5.3,rottentomatoes://image.rating.rotten,9424,,,20th Century Fox,"The saga continues 200 years after Ripley sacrificed herself for the sake of humanity. Her erstwhile employers long gone, this time it is the military that resurrects the one-woman killing machine through genetic cloning to extract the alien from within her, but during the process her DNA is fused with the queen and then the aliens escape. Now Ripley must decide where her allegiance lies.",It's already too late.,Alien Resurrection,Alien 4,movie,,1997,2.35,2,aac,lc,2087,mp4,6968753,False,824,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:14,5.5,rottentomatoes://image.rating.spilled,R,7323359,2 hrs 2 mins,,,,,,plex://movie/5d776988ad5437001f75fc38,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Alien Covenant (2017).mp4,,2017-05-09,,,,,6.5,rottentomatoes://image.rating.ripe,9422,,,Scott Free Productions,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.",The path to paradise begins in hell.,Alien: Covenant,Alien 8,movie,,2017,2.35,2,aac,lc,2193,mp4,7323359,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:15,3.9,rottentomatoes://image.rating.spilled,PG-13,6520764,1 hr 49 mins,,,,,,plex://movie/5d776826880197001ec905d1,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Alien Vs Predator (2004).mp4,,2004-08-12,,,,,2.2,rottentomatoes://image.rating.rotten,9425,,,Revolution Sun Studios,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",Whoever wins...we lose.,Alien vs. Predator,Alien vs. Predator 1,movie,,2004,2.35,2,aac,lc,2107,mp4,6520764,False,816,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:40,3.0,rottentomatoes://image.rating.spilled,R,5625094,1 hr 34 mins,,,,,,plex://movie/5d77682685719b001f3a0a6a,,False,,/volume1/PLEX_MEDIA/Genres/Horror/AVP/Aliens Vs Predator Requiem (2007).mp4,,2007-12-25,,,,,1.2,rottentomatoes://image.rating.rotten,9730,,,Dune Entertainment,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",On Earth everyone can hear you scream.,Aliens vs. Predator: Requiem,Aliens vs. Predator 2,movie,,2007,2.35,6,aac,lc,2538,mp4,5625094,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:58,8.7,rottentomatoes://image.rating.upright,R,6798933,1 hr 53 mins,,,,,,plex://movie/5d776826103a2d001f564156,,False,,/volume1/PLEX_MEDIA/Genres/Drama/Being.John.Malkovich.1999.1080p.BluRay.H264.AAC-RARBG.mp4,,1999-10-08,,,,,9.4,rottentomatoes://image.rating.ripe,9950,,,PolyGram Filmed Entertainment,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",Ever wanted to be someone else? Now you can.,Being John Malkovich,Being John Malkovich,movie,,1999,1.85,6,aac,lc,2724,mp4,6798933,False,1038,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:16,6.7,rottentomatoes://image.rating.upright,R,5430467,1 hr 31 mins,,,,,,plex://movie/5d77705fad5437001f820468,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Brightburn.2019.1080p.BluRay.x264-[YTS.LT].mp4,,2019-05-09,,,,,5.7,rottentomatoes://image.rating.rotten,9430,,,Troll Court Entertainment,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",Evil has found its superhero,Brightburn,Brightburn,movie,,2019,2.35,6,aac,lc,2404,mp4,5430467,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:59,8.4,rottentomatoes://image.rating.upright,PG-13,8357879,2 hrs 19 mins,,,,,,plex://movie/5d776831880197001ec929d1,,False,,/volume1/PLEX_MEDIA/Genres/Drama/Cast Away (2011).avi,,2000-12-22,,,,,8.9,rottentomatoes://image.rating.ripe,9961,,,20th Century Fox,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","At the edge of the world, his journey begins.",Cast Away,Cast Away,movie,,2000,1.78,2,mp3,,693,avi,8357879,False,352,False,mpeg4,24p,simple,sd,624
,,,,,,,,,,2024-03-05T09:18:35,5.0,rottentomatoes://image.rating.spilled,R,5319008,1 hr 29 mins,,,,,,plex://movie/5d7768382ec6b5001f6bc4aa,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Child's Play/04 Bride of Chucky - Chucky Horror Eng 720p [H264-mp4].mp4,,1998-10-16,,,,,4.8,rottentomatoes://image.rating.rotten,9687,,,Universal Pictures,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",Chucky gets lucky.,Bride of Chucky,Childs Play 4,movie,,1998,1.78,2,aac,lc,999,mp4,5319008,False,720,False,h264,24p,main,720,1280
,,,,,,,,,,2024-03-05T09:18:36,4.3,rottentomatoes://image.rating.spilled,R,5155944,1 hr 26 mins,,,,,,plex://movie/5d776836a091de001f2e8248,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Child's Play/05 Seed of Chucky - Chucky Horror Eng 720p [H264-mp4].mp4,,2004-11-12,,,,,3.4,rottentomatoes://image.rating.rotten,9701,,,David Kirschner Productions,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",Fear the second coming.,Seed of Chucky,Childs Play 5,movie,,2004,1.78,2,aac,lc,999,mp4,5155944,False,720,False,h264,24p,main,720,1280
,,,,,,,,,,2024-03-05T09:18:38,6.1,rottentomatoes://image.rating.upright,R,5674015,1 hr 35 mins,,,,,,plex://movie/5d7769e27a53e9001e6f3689,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Child's Play/06 Curse of Chucky - Chucky Horror Eng 720p [H264-mp4].mp4,,2013-09-24,,,,,7.9,rottentomatoes://image.rating.ripe,9712,,,Universal 1440 Entertainment,"After the events of Seed of Chucky, Nica, a young woman forced to a wheelchair since birth, has to regroup her sister, Barb and her brother-in-law, Ian for a funeral after the death of her mother. While dealing with Barb, Ian, along with their 5-year-old daughter, Alice; Nica receives an odd package - a creepy doll. After people start showing up dead, the fearless Nica soon suspects that the creepy doll is much more than just a doll.",Fear has a new home.,Curse of Chucky,Childs Play 6,movie,,2013,1.78,2,aac,lc,998,mp4,5674015,False,720,False,h264,24p,main,720,1280
,,,,,,,,,,2024-03-05T09:19:00,7.2,rottentomatoes://image.rating.upright,PG-13,5371449,1 hr 30 mins,,,,,,plex://movie/5d7768bb3ab0e7001f509116,,False,,/volume1/PLEX_MEDIA/Genres/Drama/Chronicle.2012.1080p.BrRip.x264.YIFY.mp4,,2012-02-01,,,,,8.5,rottentomatoes://image.rating.ripe,9962,,,Dune Entertainment,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,What are you capable of?,Chronicle,Chronicle,movie,,2012,1.85,2,aac,lc,1994,mp4,5371449,False,1036,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-06-05T07:48:57,7.0,rottentomatoes://image.rating.upright,R,6525269,1 hr 49 mins,,,,,,plex://movie/61ed4a5819b0331e2cd45282,,True,,/volume1/PLEX_MEDIA/Genres/Drama/Civil.War.2024.720p.WEBRip.x264.AAC-[YTS.MX].mp4,,2024-04-10,,,,,8.1,rottentomatoes://image.rating.ripe,30299,,,DNA Films,"Civil War is a 2024 dystopian thriller film written and directed by Alex Garland. It follows a team of journalists traveling from New York City to Washington, D.C. during a civil war fought across the United States between an authoritarian federal government and several regional factions.",Welcome to the frontline.,Civil War,Civil War,movie,,2024,1.85,2,aac,lc,1279,mp4,6525269,False,692,False,h264,24p,high,720,1280
,,,,,,,,,,2024-03-05T09:20:54,7.4,rottentomatoes://image.rating.upright,PG-13,8475584,2 hrs 21 mins,,,,,,plex://movie/5d7768337228e5001f1de397,,False,,/volume1/PLEX_MEDIA/Genres/Action/Clear.and.Present.Danger.1994.1080p.BluRay.x264.YIFY.mp4,,1994-08-03,,,,,8.1,rottentomatoes://image.rating.ripe,11027,,,Paramount,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Truth needs a soldier.,Clear and Present Danger,Clear and Present Danger,movie,,1994,2.2,2,aac,lc,2066,mp4,8475584,False,848,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:17:22,8.5,rottentomatoes://image.rating.upright,PG,8234432,2 hrs 17 mins,,,,,,plex://movie/5d776828880197001ec90d43,,False,,/volume1/PLEX_MEDIA/Genres/Sci-Fi/Close Encounters of the Third Kind (1977).mp4,,1977-11-25,,,,,9.4,rottentomatoes://image.rating.ripe,8801,,,Julia Phillips and Michael Phillips Productions,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",We are not alone.,Close Encounters of the Third Kind,Close Encounters of the Third Kind,movie,,1977,2.35,2,aac,lc,2134,mp4,8234432,False,816,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-02-20T06:58:29,6.8,rottentomatoes://image.rating.upright,PG-13,5080618,1 hr 25 mins,,,,,,plex://movie/5d77683154c0f0001f302f67,,False,,/volume1/PLEX_MEDIA/Genres/Horror/Cloverfield (2008).mp4,,2008-01-17,,,,,7.8,rottentomatoes://image.rating.ripe,1596,,,Bad Robot,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",Some thing has found us.,Cloverfield,Cloverfield,movie,,2008,1.78,2,aac,lc,2031,mp4,5080618,False,1080,False,h264,24p,high,1080,1920
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Horror/Cloverfield.2008.1080p.BrRip.x264.YIFY.mp4,,,,,,,,,,,,,,,,,,,,1.78,2,aac,lc,2028,mp4,5080618,False,1080,False,h264,24p,high,1080,1920
,,,,,,,,,,2024-03-05T09:18:13,7.9,rottentomatoes://image.rating.upright,PG-13,6214858,1 hr 44 mins,,,,,,plex://movie/5d776b8e96b655001fe14e31,,False,,/volume1/PLEX_MEDIA/Genres/Horror/10 Cloverfield Lane (2016).mp4,,2016-03-10,,,,,9.0,rottentomatoes://image.rating.ripe,9414,,,Bad Robot,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,Monsters come in many forms.,10 Cloverfield Lane,Cloverfield 2,movie,,2016,2.35,2,aac,lc,2183,mp4,6214858,False,800,False,h264,24p,high,1080,1920
,,,,,,,,,,,,,,,,,,,,,,,,,/volume1/PLEX_MEDIA/Genres/Horror/10 Cloverfield Lane 2016 1080p HDRip x264 AAC-JYK.mkv,,,,,,,,,,,,,,,,,,,,2.35,2,aac,lc,3802,mkv,6210370,False,800,False,h264,NTSC,high,1080,1920
